EEG
459.96
460.12418
460.49442
459.92172
459.82684
460.02737
459.79846
460.2344
459.9032
460.25693
459.91193
460.4034
460.38217
459.9424
459.75592
459.90634
459.78708
460.07147
460.45868
460.27942
459.0379
460.0075
459.4605
460.32205
459.40512
459.42493
459.91776
460.04575
460.25726
460.36984
460.27536
460.06332
459.48236
459.87943
459.87177
459.67154
459.6484
460.1939
460.1923
459.7719
459.57492
459.70517
459.69745
459.63687
459.82587
460.00183
459.68936
459.37167
460.004
459.4262
459.6933
459.2745
460.13284
459.7027
460.71918
460.04843
460.52975
459.7625
460.32596
459.77524
460.0924
460.72983
460.20367
460.67575
459.7477
459.7316
459.5934
460.03766
459.95258
460.15704
459.8598
460.63632
460.28214
459.83038
460.10938
459.84293
459.76285
459.2945
459.77585
459.71475
459.9868
459.4143
459.89407
459.3021
460.30112
459.6513
460.05283
460.19818
460.13312
459.8175
459.57758
459.96707
459.95782
459.52136
459.50842
459.69208
459.56924
460.1808
459.1243
459.62775
459.80927
459.96872
459.50134
459.4317
459.69708
459.79987
459.70685
459.7817
459.95737
459.82617
460.37823
459.3531
460.159
460.00653
459.5882
459.7814
459.68124
459.56082
460.0695
460.11835
459.93466
460.5583
459.64975
460.1201
460.23605
459.91068
459.57272
459.29333
459.19785
459.976
459.53082
460.33835
460.56476
459.5488
459.46783
459.74963
459.96387
460.33466
459.91183
459.74872
459.77466
459.77734
460.4845
460.1304
459.6706
459.49893
460.55157
460.08694
460.27783
460.25757
459.51224
459.9594
459.68533
460.46558
459.84625
459.85968
459.68906
460.49542
459.71063
459.1233
459.62326
459.98724
460.57925
460.6849
459.82242
459.6753
459.74615
461.2497
459.74222
459.4001
459.58136
459.8598
459.95767
459.55484
459.73264
459.35876
460.01334
459.8992
459.94415
459.94888
460.18726
460.01108
460.0723
460.04184
460.1348
459.82245
460.49658
460.19244
460.12994
459.5104
459.98926
459.9295
460.02426
460.03082
459.96497
459.8968
460.30038
460.2874
459.9699
459.72464
460.278
460.53726
460.05667
459.87683
459.81
459.3443
459.73657
459.75732
460.26593
460.28607
460.5735
460.18765
459.60825
460.07596
459.93442
460.3092
459.6259
460.37918
459.86392
459.69955
460.16382
460.7176
459.67462
459.89658
459.97147
459.7742
459.9424
460.13135
460.18707
460.29242
459.958
459.76724
459.4009
459.60147
460.2947
459.9561
460.30484
460.61368
460.107
460.20047
460.24878
459.85016
459.91333
459.8555
460.13382
459.7191
460.19012
459.6702
459.9351
459.71933
459.71033
460.25708
460.0132
459.6706
460.14783
459.8717
459.55078
460.06342
460.08124
459.762
459.8755
460.34845
459.3085
460.28592
460.01035
460.3222
460.27258
459.50275
459.73245
459.45483
460.2138
460.39566
460.68735
460.23117
460.3784
459.96774
460.00943
459.5073
459.12762
460.38913
460.0429
459.94522
459.5819
460.06583
459.36932
459.83942
459.59534
460.21326
460.224
460.19974
459.9035
459.3595
460.34225
460.73276
459.86313
459.4017
460.3588
460.4445
459.7692
460.58426
459.619
459.48117
459.85242
460.03168
459.98312
459.99792
460.1696
460.19437
459.97324
459.77032
460.24713
459.858
459.94757
459.23416
460.07208
460.14825
460.2514
460.21246
459.6884
460.54434
460.24707
459.96616
459.9311
459.58957
459.72278
459.97424
460.11432
459.69775
460.3142
460.06216
459.18753
459.57132
459.66534
459.5339
459.4689
459.335
460.07596
460.54178
459.961
459.88535
460.47275
460.58157
460.2251
460.2105
459.68274
459.79733
459.96408
460.32526
460.3596
459.29083
460.3745
460.54584
460.17725
460.16217
459.949
460.11053
460.09308
460.17676
460.2627
460.54587
459.9439
460.14224
460.1478
460.10242
459.84268
459.79504
459.6468
460.12875
460.33774
459.85947
460.4531
460.0689
460.08807
459.87314
460.19412
459.8205
460.1394
460.0164
459.92157
459.70984
460.53625
459.44278
460.26755
460.23413
459.75095
460.44153
460.27603
459.2065
459.90555
460.29364
460.1121
460.19058
459.63992
459.66058
459.8975
460.36243
459.60858
459.83432
459.8165
459.87708
459.35617
459.55545
460.9773
459.08
460.94684
459.68982
460.673
460.00168
459.23016
459.81674
460.08307
459.98624
459.2977
459.87732
460.31274
460.403
460.45807
460.14807
459.2499
459.88986
459.59308
460.16684
459.93045
460.39465
460.0345
459.514
460.11133
459.94818
460.19104
459.14276
459.5739
459.9108
459.4036
460.18793
460.32507
460.02682
460.14618
460.13147
460.3775
460.02008
460.15292
459.879
459.78534
459.28854
459.81366
460.09915
459.58005
460.59738
459.8816
459.58276
459.63034
460.16992
460.20938
460.39496
460.23593
460.2564
459.98572
460.36984
460.45984
460.32822
459.77557
460.44443
459.75888
459.7585
459.16803
459.89276
459.98004
460.1041
460.05133
459.88626
460.00513
460.75293
460.60684
459.95926
460.37897
459.77405
460.2539
460.03857
460.18143
460.4085
460.6307
460.6581
460.1032
459.88422
459.4043
460.00717
459.78458
460.568
460.08157
460.04288
459.55017
460.1835
459.99615
459.92255
460.49518
459.64542
460.08817
459.99234
460.18024
459.90533
460.38968
458.96136
460.75168
459.99365
459.86453
459.91513
459.97888
459.7168
459.62143
459.77225
460.08133
460.32983
459.63608
460.82516
459.82434
459.91458
459.67566
459.36484
459.47342
